cProfile Syntax: python -m cProfile -s cumtime SPKF.py

SPKF.py cProfile

         16017338 function calls (15570273 primitive calls) in 69.671 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      140    0.001    0.000    0.002    0.000 _internal.py:870(_ufunc_doc_signature_formatter)
        1    0.000    0.000    0.002    0.002 __init__.py:445(StrFormatStyle)
       15    0.000    0.000    0.002    0.000 typing.py:1193(__getitem__)
        3    0.000    0.000    0.002    0.001 _mio5.py:240(read_var_header)
      112    0.000    0.000    0.002    0.000 axis.py:303(set_label1)
       64    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(round_)
     5725    0.002    0.000    0.002    0.000 {method 'strip' of 'str' objects}
      124    0.001    0.000    0.002    0.000 ast.py:422(visit_Constant)
        1    0.000    0.000    0.002    0.002 hb.py:1(<module>)
       26    0.000    0.000    0.002    0.000 core.py:6801(__init__)
      112    0.000    0.000    0.002    0.000 ticker.py:578(__call__)
        1    0.000    0.000    0.002    0.002 defchararray.py:1(<module>)
       13    0.000    0.000    0.002    0.000 typing.py:523(Optional)
        1    0.002    0.002    0.002    0.002 {method 'readlines' of '_io._IOBase' objects}
      237    0.001    0.000    0.002    0.000 markers.py:266(_set_fillstyle)
     4806    0.002    0.000    0.002    0.000 artist.py:266(axes)
        1    0.000    0.000    0.002    0.002 path.py:1(<module>)
        1    0.000    0.000    0.002    0.002 string.py:1(<module>)
       96    0.000    0.000    0.002    0.000 transforms.py:331(ymin)
        1    0.000    0.000    0.002    0.002 _base.py:541(_AxesBase)
        1    0.000    0.000    0.002    0.002 _validation.py:1(<module>)
       17    0.000    0.000    0.002    0.000 ast.py:33(parse)
       26    0.000    0.000    0.002    0.000 core.py:6806(getdoc)
        6    0.002    0.000    0.002    0.000 {method 'read_full_tag' of 'scipy.io.matlab._mio5_utils.VarReader5' objects}
        8    0.000    0.000    0.002    0.000 patches.py:628(get_window_extent)
       20    0.000    0.000    0.002    0.000 transforms.py:667(<listcomp>)
      112    0.000    0.000    0.002    0.000 axis.py:316(set_label2)
       29    0.000    0.000    0.002    0.000 __init__.py:2071(getLogger)
        2    0.000    0.000    0.002    0.001 _subplots.py:58(set_subplotspec)
       10    0.000    0.000    0.002    0.000 _base.py:1056(_set_position)
        9    0.000    0.000    0.002    0.000 patches.py:2268(__init_subclass__)
      101    0.000    0.000    0.002    0.000 {method 'min' of 'numpy.ndarray' objects}
     12/5    0.000    0.000    0.002    0.000 core.py:4092(streamline)
      458    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:746(find_spec)
       14    0.000    0.000    0.002    0.000 typing.py:1207(__getitem_inner__)
      160    0.000    0.000    0.002    0.000 axis.py:340(_set_artist_props)
        4    0.000    0.000    0.002    0.000 _base.py:3617(set_xlim)
        1    0.000    0.000    0.002    0.002 _methods.py:1(<module>)
       84    0.000    0.000    0.002    0.000 transforms.py:326(xmin)
       20    0.000    0.000    0.002    0.000 transforms.py:670(<listcomp>)
      275    0.001    0.000    0.002    0.000 font_manager.py:844(set_stretch)
   146/39    0.000    0.000    0.002    0.000 core.py:1862(__str__)
     1706    0.001    0.000    0.002    0.000 sre_parse.py:287(tell)
        2    0.000    0.000    0.002    0.001 __init__.py:462(_get_config_or_cache_dir)
      378    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
        8    0.000    0.000    0.002    0.000 _base.py:1852(apply_aspect)
     2763    0.002    0.000    0.002    0.000 transforms.py:1940(get_matrix)
       24    0.000    0.000    0.002    0.000 spines.py:229(_adjust_location)
   166/90    0.000    0.000    0.002    0.000 _base.py:916(get_yaxis_transform)
     1082    0.002    0.000    0.002    0.000 functools.py:65(wraps)
       44    0.000    0.000    0.002    0.000 transforms.py:2769(get_transformed_points_and_affine)
       16    0.000    0.000    0.002    0.000 _base.py:3529(get_xbound)
       64    0.000    0.000    0.002    0.000 fromnumeric.py:3722(round_)
        1    0.000    0.000    0.002    0.002 nanfunctions.py:1(<module>)
      112    0.000    0.000    0.002    0.000 transforms.py:2796(get_affine)
        2    0.000    0.000    0.002    0.001 figure.py:218(_get_draw_artists)
     6041    0.002    0.000    0.002    0.000 inspect.py:2692(kind)
        2    0.000    0.000    0.002    0.001 dataclasses.py:529(_init_fn)
        1    0.000    0.000    0.002    0.002 pickle.py:197(<listcomp>)
      8/4    0.000    0.000    0.002    0.000 functools.py:961(__get__)
      275    0.001    0.000    0.002    0.000 font_manager.py:817(set_variant)
  828/492    0.001    0.000    0.002    0.000 transforms.py:2409(<lambda>)
      197    0.000    0.000    0.002    0.000 {method 'max' of 'numpy.ndarray' objects}
       14    0.000    0.000    0.002    0.000 typing.py:1137(__getitem__)
       40    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1494(__init__)
        1    0.000    0.000    0.002    0.002 wintypes.py:1(<module>)
      219    0.001    0.000    0.002    0.000 path.py:162(_fast_from_codes_and_verts)
      983    0.001    0.000    0.002    0.000 ntpath.py:34(_get_bothseps)
      292    0.001    0.000    0.002    0.000 patches.py:741(get_path)
        1    0.000    0.000    0.002    0.002 string.py:69(__init_subclass__)
       16    0.000    0.000    0.002    0.000 _base.py:3577(get_xlim)
        1    0.001    0.001    0.002    0.002 helpers.py:692(<dictcomp>)
       23    0.000    0.000    0.002    0.000 offsetbox.py:194(__init__)
        4    0.000    0.000    0.002    0.000 core.py:2973(re_match)
        8    0.000    0.000    0.002    0.000 path.py:596(get_extents)
     5319    0.002    0.000    0.002    0.000 {built-in method builtins.ord}
       20    0.000    0.000    0.002    0.000 transforms.py:668(<listcomp>)
        1    0.000    0.000    0.002    0.002 unicode.py:1(<module>)
      677    0.001    0.000    0.002    0.000 artist.py:439(get_transform)
     2269    0.002    0.000    0.002    0.000 transforms.py:1052(get_points)
       82    0.000    0.000    0.002    0.000 __init__.py:1804(make_alias)
      280    0.001    0.000    0.002    0.000 sre_parse.py:356(_escape)
        2    0.001    0.000    0.002    0.001 unicode.py:63(<listcomp>)
        1    0.000    0.000    0.002    0.002 relativedelta.py:1(<module>)
       25    0.000    0.000    0.002    0.000 core.py:5368(__init__)
       64    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(around)
        4    0.000    0.000    0.002    0.000 core.py:2961(re)
       94    0.002    0.000    0.002    0.000 {built-in method _abc._abc_init}
      101    0.000    0.000    0.002    0.000 _methods.py:42(_amin)
     2721    0.002    0.000    0.002    0.000 font_manager.py:1160(score_style)
       20    0.000    0.000    0.002    0.000 transforms.py:669(<listcomp>)
      378    0.002    0.000    0.002    0.000 {built-in method _imp._fix_co_filename}
      229    0.001    0.000    0.002    0.000 sre_parse.py:225(__init__)
       93    0.001    0.000    0.002    0.000 text.py:1227(_preprocess_math)
       29    0.000    0.000    0.002    0.000 __init__.py:1315(getLogger)
        7    0.002    0.000    0.002    0.000 {built-in method gc.collect}
       18    0.000    0.000    0.002    0.000 axis.py:497(_get_text1_transform)
        3    0.000    0.000    0.002    0.001 figure.py:2682(set_size_inches)
     1600    0.002    0.000    0.002    0.000 {method 'rfind' of 'str' objects}
      142    0.002    0.000    0.002    0.000 weakref.py:69(__call__)
      450    0.001    0.000    0.002    0.000 lines.py:1234(set_ydata)
        1    0.000    0.000    0.002    0.002 __init__.py:2707(__init__)
       84    0.000    0.000    0.002    0.000 transforms.py:336(xmax)
       62    0.000    0.000    0.002    0.000 deprecation.py:192(finalize)
       52    0.001    0.000    0.002    0.000 core.py:887(__init__)
        1    0.000    0.000    0.002    0.002 iterSPKF.py:1(<module>)
      750    0.001    0.000    0.002    0.000 typing.py:935(_is_dunder)
      224    0.000    0.000    0.002    0.000 transforms.py:2421(transform_non_affine)
       31    0.000    0.000    0.001    0.000 _base.py:53(__init__)
      438    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:826(find_spec)
      540    0.001    0.000    0.001    0.000 enum.py:44(_is_private)
        1    0.000    0.000    0.001    0.001 markers.py:1(<module>)
       16    0.000    0.000    0.001    0.000 core.py:1526(__or__)
       10    0.000    0.000    0.001    0.000 offsetbox.py:624(set_offset)
        1    0.000    0.000    0.001    0.001 _backend_tk.py:477(destroy)
       18    0.000    0.000    0.001    0.000 _base.py:940(get_yaxis_text1_transform)
      406    0.001    0.000    0.001    0.000 {method 'sub' of 're.Pattern' objects}
   130/70    0.000    0.000    0.001    0.000 _base.py:840(get_xaxis_transform)
      112    0.000    0.000    0.001    0.000 ticker.py:543(_format_maybe_minus_and_locale)
      170    0.001    0.000    0.001    0.000 backend_agg.py:52(get_hinting_flag)
        4    0.000    0.000    0.001    0.000 backend_bases.py:2113(get_width_height)
      447    0.001    0.000    0.001    0.000 transforms.py:266(x0)
        1    0.000    0.000    0.001    0.001 _pylab_helpers.py:45(destroy)
     1332    0.001    0.000    0.001    0.000 {built-in method builtins.iter}
      145    0.001    0.000    0.001    0.000 {built-in method builtins.round}
      390    0.001    0.000    0.001    0.000 lines.py:1222(set_xdata)
      128    0.000    0.000    0.001    0.000 typing.py:515(<genexpr>)
      113    0.000    0.000    0.001    0.000 lines.py:713(set_transform)
       27    0.000    0.000    0.001    0.000 artist.py:23(allow_rasterization)
     1196    0.001    0.000    0.001    0.000 sre_parse.py:112(__init__)
      147    0.000    0.000    0.001    0.000 sre_parse.py:433(_uniq)
      378    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:542(_check_name_wrapper)
     2801    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
       82    0.000    0.000    0.001    0.000 core.py:2266(__init__)
     3141    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
     3517    0.001    0.000    0.001    0.000 font_manager.py:727(get_family)
       12    0.000    0.000    0.001    0.000 core.py:5585(__init__)
       12    0.000    0.000    0.001    0.000 transforms.py:1070(set)
      197    0.000    0.000    0.001    0.000 _methods.py:38(_amax)
       18    0.001    0.000    0.001    0.000 transforms.py:53(_make_str_method)
        1    0.000    0.000    0.001    0.001 six.py:1(<module>)
       64    0.001    0.000    0.001    0.000 _methods.py:92(_clip_dep_is_scalar_nan)
      296    0.001    0.000    0.001    0.000 shape_base.py:608(_column_stack_dispatcher)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
        1    0.000    0.000    0.001    0.001 figure.py:2208(__init__)
       46    0.001    0.000    0.001    0.000 _inspect.py:140(formatargspec)
        1    0.000    0.000    0.001    0.001 __init__.py:412(PercentStyle)
      108    0.000    0.000    0.001    0.000 lines.py:1173(set_markerfacecolor)
       40    0.000    0.000    0.001    0.000 text.py:1138(set_position)
     3517    0.001    0.000    0.001    0.000 font_manager.py:739(get_style)
       64    0.000    0.000    0.001    0.000 fromnumeric.py:3214(around)
        1    0.000    0.000    0.001    0.001 _backend_tk.py:215(_update_device_pixel_ratio)
       50    0.000    0.000    0.001    0.000 sre_compile.py:435(_mk_bitmap)
  217/163    0.000    0.000    0.001    0.000 transforms.py:2380(_invalidate_internal)
      463    0.001    0.000    0.001    0.000 {built-in method nt._path_splitroot}
       22    0.000    0.000    0.001    0.000 axis.py:1437(update_units)
        1    0.000    0.000    0.001    0.001 transforms.py:2673(ScaledTranslation)
        1    0.001    0.001    0.001    0.001 __init__.py:895(<dictcomp>)
        1    0.000    0.000    0.001    0.001 figure.py:181(FigureBase)
      201    0.001    0.000    0.001    0.000 __init__.py:1277(is_math_text)
  253/223    0.001    0.000    0.001    0.000 sre_compile.py:485(_get_literal_prefix)
     3141    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        2    0.000    0.000    0.001    0.001 backend_bases.py:1781(resize_event)
        7    0.000    0.000    0.001    0.000 transforms.py:1408(contains_branch_seperately)
      238    0.000    0.000    0.001    0.000 text.py:1149(set_x)
     3517    0.001    0.000    0.001    0.000 font_manager.py:761(get_stretch)
     2721    0.001    0.000    0.001    0.000 font_manager.py:1224(score_size)
      275    0.001    0.000    0.001    0.000 font_manager.py:794(set_family)
      416    0.001    0.000    0.001    0.000 __init__.py:823(clean)
      280    0.000    0.000    0.001    0.000 text.py:1160(set_y)
        1    0.000    0.000    0.001    0.001 ctypeslib.py:1(<module>)
      461    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:357(__init__)
      314    0.001    0.000    0.001    0.000 function_base.py:443(_needs_add_docstring)
     3517    0.001    0.000    0.001    0.000 font_manager.py:746(get_variant)
       74    0.000    0.000    0.001    0.000 text.py:1052(set_fontsize)
    44/22    0.000    0.000    0.001    0.000 units.py:181(get_converter)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
       28    0.000    0.000    0.001    0.000 core.py:2915(__init__)
       20    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:770(create_module)
        2    0.000    0.000    0.001    0.001 _base.py:3545(set_xbound)
        1    0.000    0.000    0.001    0.001 _backend_tk.py:278(enter_notify_event)
        1    0.000    0.000    0.001    0.001 markers.py:146(MarkerStyle)
       14    0.000    0.000    0.001    0.000 re.py:222(split)
       24    0.000    0.000    0.001    0.000 core.py:3903(_generateDefaultName)
      223    0.001    0.000    0.001    0.000 sre_compile.py:265(_compile_charset)
     2721    0.001    0.000    0.001    0.000 font_manager.py:1177(score_variant)
        7    0.000    0.000    0.001    0.000 transforms.py:1389(contains_branch)
       28    0.000    0.000    0.001    0.000 transforms.py:346(min)
     3517    0.001    0.000    0.001    0.000 font_manager.py:752(get_weight)
      241    0.001    0.000    0.001    0.000 sre_parse.py:85(opengroup)
        1    0.000    0.000    0.001    0.001 __init__.py:513(get_cachedir)
       14    0.000    0.000    0.001    0.000 axis.py:436(_get_text1_transform)
